ProjectTitle,TissueType,Tissue,ComparisonName,Gene,HumanGene,log2FoldChange,padj,OR,-log10P,enrichment_score
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow) vs VivariumControl (1G) (chow),Gfap,GFAP,-0.842872279,,0.5575324652,#NUM!,#DIV/0!
"OSD-401: RR-5, muscle, quadriceps femoris",muscle,"muscle, quadriceps femoris",Spaceflight vs GroundControl,Ltbp2,LTBP2,-0.8287487555,,0.5630173337,#NUM!,#DIV/0!
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",VivariumControl (1G) (chow+FOS) vs GroundControl (1G) (chow+FOS),Cdhr2,CDHR2,-0.8252470405,,0.5643855513,#NUM!,#DIV/0!
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow+FOS) vs Spaceflight (1G centrifugation) (chow+FOS),Cdhr2,CDHR2,-0.8224946024,,0.5654633391,#NUM!,#DIV/0!
"OSD-288: MHU-1, spleen",spleen,spleen,Spaceflight (1G centrifugation) vs Spaceflight (uG),Wnt9a,WNT9A,-0.8210730702,,0.5660207823,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 29wk) vs Spaceflight (EuthanasiaOnISS) (Age 29wk),Cdhr2,CDHR2,-0.8131083325,,0.5691542749,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnISS) (Age 29wk) vs GroundControl (EuthanasiaOnEarth) (Age 29wk),Havcr1,HAVCR1,-0.8052960958,,0.5722446219,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 12wk) vs BasalControl (EuthanasiaOnISS) (Age 12wk),Cdhr2,CDHR2,-0.7882702497,,0.5790379259,#NUM!,#DIV/0!
"OSD-102: RR-1, kidney",kidney,kidney,Spaceflight vs GroundControl,Crtac1,CRTAC1,-0.7847129951,,0.5804674219,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 12wk) vs BasalControl (EuthanasiaOnISS) (Age 12wk),Timd2,HAVCR1,-0.7831986381,,0.5810770424,#NUM!,#DIV/0!
"OSD-421: RR-9, thymus",thymus,thymus,Spaceflight vs GroundControl,Gfap,GFAP,-0.7658229602,,0.5881177914,#NUM!,#DIV/0!
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU2, Spaceflight (1G centrifugation) vs GroundControl (1G)",Crtac1,CRTAC1,-0.7535279267,,0.5931513067,#NUM!,#DIV/0!
"OSD-421: RR-9, thymus",thymus,thymus,Spaceflight vs GroundControl,Nefl,NEFL,-0.7531246235,,0.5933171445,#NUM!,#DIV/0!
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow+FOS) vs GroundControl (1G) (chow+FOS),Havcr1,HAVCR1,-0.7510494982,,0.5941711664,#NUM!,#DIV/0!
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU1, Spaceflight (uG) vs GroundControl (1G)",Nefl,NEFL,-0.7481310494,,0.5953743405,#NUM!,#DIV/0!
"OSD-513: RR-23, kidney",kidney,kidney,VivariumControl vs GroundControl,Cxcl17,CXCL17,-0.7384089219,,0.599400037,#NUM!,#DIV/0!
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow+FOS) vs Spaceflight (1G centrifugation) (chow),Havcr1,HAVCR1,-0.720377312,,0.6069386871,#NUM!,#DIV/0!
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow+FOS) vs Spaceflight (uG) (chow),Nefl,NEFL,-0.7175446121,,0.6081315685,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnEarth) (Age 29wk) vs Spaceflight (EuthanasiaOnEarth) (Age 29wk),Cdhr2,CDHR2,-0.7117035415,,0.610598715,#NUM!,#DIV/0!
"OSD-103: RR-1, muscle, quadriceps femoris",muscle,"muscle, quadriceps femoris",Spaceflight vs GroundControl,Cdhr2,CDHR2,-0.7104569783,,0.6111265319,#NUM!,#DIV/0!
"OSD-100: RR-1, eye",eye,eye,Spaceflight vs GroundControl,Cdhr2,CDHR2,-0.7092770838,,0.6116265404,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 12wk) vs BasalControl (EuthanasiaOnEarth) (Age 12wk),Cdhr2,CDHR2,-0.7043310528,,0.6137269949,#NUM!,#DIV/0!
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow+FOS) vs Spaceflight (uG) (chow+FOS),Nefl,NEFL,-0.7034887257,,0.6140854281,#NUM!,#DIV/0!
"OSD-255: RR-9, retina",eye,retina,Spaceflight vs GroundControl,Havcr1,HAVCR1,-0.6988839396,,0.6160485939,#NUM!,#DIV/0!
"OSD-105: RR-1, muscle, tibialis anterior",muscle,"muscle, tibialis anterior",Spaceflight vs GroundControl,Cdcp1,CDCP1,-0.6864400051,,0.6213852903,#NUM!,#DIV/0!
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow+FOS) vs VivariumControl (1G) (chow+FOS),Nefl,NEFL,-0.6722512599,,0.627526696,#NUM!,#DIV/0!
"OSD-420: RR-9, spleen",spleen,spleen,Spaceflight vs GroundControl,Ccn5,CCN5,-0.6672315865,,0.629713898,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,BasalControl (EuthanasiaOnISS) (Age 12wk) vs BasalControl (EuthanasiaOnEarth) (Age 12wk),Timd2,HAVCR1,-0.6569639495,,0.6342115474,#NUM!,#DIV/0!
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow+FOS) vs GroundControl (1G) (chow+FOS),Nefl,NEFL,-0.6483700717,,0.6380007072,#NUM!,#DIV/0!
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 12wk) Spaceflight vs (Age 12wk) VivariumControl,Nefl,NEFL,-0.6474242271,,0.6384191237,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 29wk) vs Spaceflight (EuthanasiaOnISS) (Age 29wk),Timd2,HAVCR1,-0.6470125585,,0.6386013206,#NUM!,#DIV/0!
"OSD-163: RR-3, kidney",kidney,kidney,GroundControl vs BasalControl,Cxcl17,CXCL17,-0.6450402259,,0.6394749602,#NUM!,#DIV/0!
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 12wk) Spaceflight vs (Age 12wk) VivariumControl,BC053393,HAVCR1,-0.6425545321,,0.6405776944,#NUM!,#DIV/0!
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow+FOS) vs VivariumControl (1G) (chow+FOS),Gfap,GFAP,-0.6354768371,,0.6437280157,#NUM!,#DIV/0!
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU2, Spaceflight (1G centrifugation) vs Spaceflight (uG)",Nefl,NEFL,-0.6080777992,,0.6560702469,#NUM!,#DIV/0!
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow+FOS) vs Spaceflight (uG) (chow),Gfap,GFAP,-0.5972573627,,0.6610093744,#NUM!,#DIV/0!
"OSD-168: RR-1/3, liver",liver,liver,"RR1, VivariumControl vs GroundControl",Nefl,NEFL,-0.5969788487,,0.6611369954,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnISS) (Age 12wk) vs BasalControl (EuthanasiaOnISS) (Age 12wk),Cdhr2,CDHR2,-0.5923782065,,0.663248675,#NUM!,#DIV/0!
"OSD-242: RR-9, liver",liver,liver,Spaceflight_C1 vs CC_C1,Cdhr2,CDHR2,-0.5913884408,,0.6637038551,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,BasalControl (EuthanasiaOnISS) (Age 29wk) vs BasalControl (EuthanasiaOnEarth) (Age 29wk),Timd2,HAVCR1,-0.5724434047,,0.6724768903,#NUM!,#DIV/0!
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow+FOS) vs Spaceflight (uG) (chow),Havcr1,HAVCR1,-0.5541743458,,0.6810467097,#NUM!,#DIV/0!
"OSD-246: RR-6, spleen",spleen,spleen,Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Crtac1,CRTAC1,-0.5537051929,,0.6812682167,#NUM!,#DIV/0!
"OSD-288: MHU-1, spleen",spleen,spleen,Spaceflight (uG) vs Spaceflight (1G centrifugation),Timd2,HAVCR1,-0.5529101365,,0.681643761,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 12wk) vs BasalControl (EuthanasiaOnISS) (Age 12wk),Gfap,GFAP,-0.5511091931,,0.682495201,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnEarth) (Age 29wk) vs BasalControl (EuthanasiaOnEarth) (Age 29wk),Crtac1,CRTAC1,-0.5384605981,,0.6885051744,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk) vs GroundControl (EuthanasiaOnEarth) (Age 12wk),Crtac1,CRTAC1,-0.5332405969,,0.6910008561,#NUM!,#DIV/0!
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU2, Spaceflight (1G centrifugation) vs GroundControl (1G)",Nefl,NEFL,-0.5182005867,,0.6982421786,#NUM!,#DIV/0!
"OSD-103: RR-1, muscle, quadriceps femoris",muscle,"muscle, quadriceps femoris",Spaceflight vs GroundControl,Cdcp1,CDCP1,-0.5160771969,,0.6992706232,#NUM!,#DIV/0!
"OSD-457: JAXA, liver",liver,liver,Nrf2KO Spaceflight vs Wildtype Spaceflight,Cxcl17,CXCL17,-0.4967911988,,0.7086812583,#NUM!,#DIV/0!
"OSD-326: RR-4, muscle, quadriceps femoris",muscle,"muscle, quadriceps femoris",Spaceflight vs GroundControl,Gfap,GFAP,-0.4872229509,,0.7133969976,#NUM!,#DIV/0!
"OSD-168: RR-1/3, liver",liver,liver,"RR1, Spaceflight vs GroundControl",Crtac1,CRTAC1,-0.4830407126,,0.7154680694,#NUM!,#DIV/0!
"OSD-173: CBTM-3, liver",liver,liver,VivariumControl vs GroundControl,Havcr1,HAVCR1,-0.4828563525,,0.7155595039,#NUM!,#DIV/0!
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",VivariumControl (1G) (chow+FOS) vs GroundControl (1G) (chow+FOS),Cxcl17,CXCL17,-0.4724938576,,0.7207176803,#NUM!,#DIV/0!
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (1G centrifugation) (chow) vs VivariumControl (1G) (chow),Cxcl17,CXCL17,-0.4711153315,,0.7214066706,#NUM!,#DIV/0!
"OSD-255: RR-9, retina",eye,retina,Spaceflight vs GroundControl,Ccdc80,CCDC80,-0.4652273434,,0.7243569224,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnEarth) (Age 12wk) vs GroundControl (EuthanasiaOnEarth) (Age 12wk),Cdhr2,CDHR2,-0.4616177404,,0.7261715224,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnISS) (Age 12wk) vs BasalControl (EuthanasiaOnISS) (Age 12wk),Havcr1,HAVCR1,-0.4603018922,,0.7268341485,#NUM!,#DIV/0!
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 12wk) Spaceflight vs (Age 12wk) GroundControl,BC053393,HAVCR1,-0.4601796427,,0.7268957408,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnEarth) (Age 12wk) vs GroundControl (EuthanasiaOnEarth) (Age 12wk),Timd2,HAVCR1,-0.4564119079,,0.7287965789,#NUM!,#DIV/0!
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (1G centrifugation) (chow+FOS) vs Spaceflight (uG) (chow),Cxcl17,CXCL17,-0.4510048741,,0.7315331389,#NUM!,#DIV/0!
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",VivariumControl (1G) (chow+FOS) vs GroundControl (1G) (chow+FOS),Timd2,HAVCR1,-0.4478543556,,0.7331323868,#NUM!,#DIV/0!
"OSD-513: RR-23, kidney",kidney,kidney,Spaceflight vs VivariumControl,Gfap,GFAP,-0.446573124,,0.7337837577,#NUM!,#DIV/0!
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU1, Spaceflight (uG) vs Spaceflight (1G centrifugation)",Nefl,NEFL,-0.4461684753,,0.733989599,#NUM!,#DIV/0!
"OSD-103: RR-1, muscle, quadriceps femoris",muscle,"muscle, quadriceps femoris",Spaceflight vs GroundControl,Gfap,GFAP,-0.4426545315,,0.735779542,#NUM!,#DIV/0!
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow) vs GroundControl (1G) (chow),Nefl,NEFL,-0.4315612585,,0.7414589575,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnEarth) (Age 12wk) vs BasalControl (EuthanasiaOnEarth) (Age 12wk),Havcr1,HAVCR1,-0.4284736789,,0.743047488,#NUM!,#DIV/0!
"OSD-242: RR-9, liver",liver,liver,CohortControl_C2 vs Spaceflight_C1,Cdhr2,CDHR2,-0.4019968745,,0.7568100361,#NUM!,#DIV/0!
"OSD-101: RR-1, muscle, gastrocnemius",muscle,"muscle, gastrocnemius",Spaceflight vs GroundControl,Crtac1,CRTAC1,-0.3965649796,,0.7596648745,#NUM!,#DIV/0!
"OSD-401: RR-5, muscle, gastrocnemius",muscle,"muscle, gastrocnemius",Spaceflight vs GroundControl,Ltbp2,LTBP2,-0.3860290728,,0.765232964,#NUM!,#DIV/0!
"OSD-242: RR-9, liver",liver,liver,CohortControl_C2 vs BasalControl_C1,Ccn5,CCN5,-0.3735750065,,0.7718674331,#NUM!,#DIV/0!
"OSD-242: RR-9, liver",liver,liver,CohortControl_C1 vs CC_C2,Ccn5,CCN5,-0.3682869322,,0.7747018381,#NUM!,#DIV/0!
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU2, Spaceflight (uG) vs Spaceflight (1G centrifugation)",Gfap,GFAP,-0.3554904134,,0.7816039084,#NUM!,#DIV/0!
"OSD-137: RR-3, liver",liver,liver,GroundControl vs BasalControl,Havcr1,HAVCR1,-0.3538675529,,0.7824836146,#NUM!,#DIV/0!
"OSD-173: CBTM-3, liver",liver,liver,Spaceflight vs GroundControl,Wnt9a,WNT9A,-0.3503701124,,0.7843828447,#NUM!,#DIV/0!
"OSD-379: RR-8, liver",liver,liver,Spaceflight 23d (FrozenCarcass on ISS) vs VivariumControl 23d (FrozenCarcass on ISS),Nefl,NEFL,-0.3453445225,,0.7871199861,#NUM!,#DIV/0!
"OSD-137: RR-3, liver",liver,liver,GroundControl vs BasalControl,Cdhr2,CDHR2,-0.3325054611,,0.7941561117,#NUM!,#DIV/0!
"OSD-288: MHU-1, spleen",spleen,spleen,Spaceflight (uG) vs Spaceflight (1G centrifugation),Ccn5,CCN5,-0.3312731298,,0.7948347593,#NUM!,#DIV/0!
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 32wk) VivariumControl vs (Age 32wk) GroundControl,Nefl,NEFL,-0.3267496186,,0.7973308422,#NUM!,#DIV/0!
"OSD-173: CBTM-3, liver",liver,liver,Spaceflight vs VivariumControl,Wnt9a,WNT9A,-0.3266723815,,0.7973735298,#NUM!,#DIV/0!
"OSD-168: RR-1/3, liver",liver,liver,"RR1, Spaceflight vs VivariumControl",Crtac1,CRTAC1,-0.3262071859,,0.7976306836,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 29wk) vs BasalControl (EuthanasiaOnISS) (Age 29wk),Havcr1,HAVCR1,-0.3245341911,,0.7985561778,#NUM!,#DIV/0!
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU2, Spaceflight (uG) vs Spaceflight (1G centrifugation)",Havcr1,HAVCR1,-0.3183332885,,0.8019958695,#NUM!,#DIV/0!
"OSD-248: RR-6, lung",lung,lung,Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),BC053393,HAVCR1,-0.3151953361,,0.8037421594,#NUM!,#DIV/0!
"OSD-255: RR-9, retina",eye,retina,Spaceflight vs GroundControl,Wnt9a,WNT9A,-0.3128663411,,0.8050407174,#NUM!,#DIV/0!
"OSD-513: RR-23, kidney",kidney,kidney,Spaceflight vs GroundControl,Gfap,GFAP,-0.309377795,,0.8069897224,#NUM!,#DIV/0!
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU2, Spaceflight (1G centrifugation) vs Spaceflight (uG)",Timd2,HAVCR1,-0.3088587875,,0.807280088,#NUM!,#DIV/0!
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU1, Spaceflight (1G centrifugation) vs GroundControl (1G)",Nefl,NEFL,-0.3019625741,,0.8111481978,#NUM!,#DIV/0!
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU2, Spaceflight (1G centrifugation) vs GroundControl (1G)",Cxcl17,CXCL17,-0.3018077594,,0.8112352463,#NUM!,#DIV/0!
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU2, Spaceflight (uG) vs Spaceflight (1G centrifugation)",Wnt9a,WNT9A,-0.2972354614,,0.8138103527,#NUM!,#DIV/0!
"OSD-48: RR-1, liver",liver,liver,GroundControl (FrozenCarcass) vs GroundControl (FreshDissection),Cdhr2,CDHR2,-0.2937224815,,0.8157944054,#NUM!,#DIV/0!
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow) vs GroundControl (1G) (chow),Havcr1,HAVCR1,-0.2904974431,,0.8176200935,#NUM!,#DIV/0!
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow+FOS) vs Spaceflight (1G centrifugation) (chow+FOS),Gfap,GFAP,-0.2832498992,,0.8217378361,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk) vs GroundControl (EuthanasiaOnEarth) (Age 12wk),Cdhr2,CDHR2,-0.2798674398,,0.8236666954,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk) vs GroundControl (EuthanasiaOnEarth) (Age 12wk),Timd2,HAVCR1,-0.2759719661,,0.8258937132,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnEarth) (Age 29wk) vs Spaceflight (EuthanasiaOnEarth) (Age 29wk),Timd2,HAVCR1,-0.2725506411,,0.8278546293,#NUM!,#DIV/0!
"OSD-163: RR-3, kidney",kidney,kidney,Spaceflight vs BasalControl,Crtac1,CRTAC1,-0.2712433212,,0.8286051423,#NUM!,#DIV/0!
"OSD-513: RR-23, kidney",kidney,kidney,Spaceflight vs GroundControl,Cxcl17,CXCL17,-0.2633466513,,0.8331529928,#NUM!,#DIV/0!
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow+FOS) vs GroundControl (1G) (chow+FOS),Timd2,HAVCR1,-0.2590372088,,0.8356454064,#NUM!,#DIV/0!
"OSD-47: RR-1, liver",liver,liver,GroundControl vs BasalControl,Gfap,GFAP,-0.2522682882,,0.8395753483,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,BasalControl (EuthanasiaOnISS) (Age 29wk) vs BasalControl (EuthanasiaOnISS) (Age 12wk),Crtac1,CRTAC1,-0.2463030881,,0.8430539789,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnISS) (Age 12wk) vs BasalControl (EuthanasiaOnISS) (Age 12wk),Crtac1,CRTAC1,-0.2267005505,,0.8545871028,#NUM!,#DIV/0!
"OSD-137: RR-3, liver",liver,liver,Spaceflight vs BasalControl,Cdhr2,CDHR2,-0.2159237879,,0.8609946702,#NUM!,#DIV/0!
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU1, Spaceflight (1G centrifugation) vs Spaceflight (uG)",Cdhr2,CDHR2,-0.2135357195,,0.8624210401,#NUM!,#DIV/0!
"OSD-420: RR-9, spleen",spleen,spleen,Spaceflight vs GroundControl,Cdcp1,CDCP1,-0.1798782096,,0.882777516,#NUM!,#DIV/0!
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow+FOS) vs Spaceflight (1G centrifugation) (chow+FOS),Cxcl17,CXCL17,-0.1766751184,,0.8847396481,#NUM!,#DIV/0!
"OSD-242: RR-9, liver",liver,liver,CohortControl_C1 vs BasalControl_C1,Havcr1,HAVCR1,-0.172451218,,0.8873337709,#NUM!,#DIV/0!
"OSD-103: RR-1, muscle, quadriceps femoris",muscle,"muscle, quadriceps femoris",Spaceflight vs GroundControl,Crtac1,CRTAC1,-0.1706526338,,0.8884406852,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnISS) (Age 12wk) vs BasalControl (EuthanasiaOnISS) (Age 12wk),Timd2,HAVCR1,-0.1703953442,,0.8885991435,#NUM!,#DIV/0!
"OSD-245: RR-6, liver",liver,liver,BasalControl 1d (FrozenCarcass on Earth) vs BasalControl 1d (FreshDissection on Earth),Crtac1,CRTAC1,-0.16318978,,0.8930483682,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 29wk) vs BasalControl (EuthanasiaOnEarth) (Age 29wk),Timd2,HAVCR1,-0.1569226924,,0.8969362212,#NUM!,#DIV/0!
"OSD-168: RR-1/3, liver",liver,liver,"RR1, VivariumControl vs GroundControl",Crtac1,CRTAC1,-0.1568335266,,0.896991658,#NUM!,#DIV/0!
"OSD-48: RR-1, liver",liver,liver,Spaceflight (FrozenCarcass) vs GroundControl (FrozenCarcass),Gfap,GFAP,-0.154911696,,0.8981873471,#NUM!,#DIV/0!
"OSD-379: RR-8, liver",liver,liver,Spaceflight 40d (FreshDissection on Earth) vs GroundControl 40d (FreshDissection on Earth),Nefl,NEFL,-0.1530668519,,0.8993366375,#NUM!,#DIV/0!
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (1G centrifugation) (chow+FOS) vs GroundControl (1G) (chow+FOS),Cxcl17,CXCL17,-0.1526132125,,0.8996194684,#NUM!,#DIV/0!
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU2, Spaceflight (uG) vs GroundControl (1G)",Wnt9a,WNT9A,-0.1419020107,,0.9063234946,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnEarth) (Age 29wk) vs BasalControl (EuthanasiaOnEarth) (Age 29wk),Havcr1,HAVCR1,-0.1365006434,,0.9097230776,#NUM!,#DIV/0!
"OSD-242: RR-9, liver",liver,liver,Spaceflight_C1 vs BasalControl_C1,Cdhr2,CDHR2,-0.1163503779,,0.9225184195,#NUM!,#DIV/0!
"OSD-163: RR-3, kidney",kidney,kidney,Spaceflight vs BasalControl,Gfap,GFAP,-0.1153572827,,0.9231536639,#NUM!,#DIV/0!
"OSD-173: CBTM-3, liver",liver,liver,VivariumControl vs GroundControl,Ccn5,CCN5,-0.1060253413,,0.9291443534,#NUM!,#DIV/0!
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU2, Spaceflight (uG) vs Spaceflight (1G centrifugation)",Eda2r,EDA2R,-0.1000485449,,0.9330015967,#NUM!,#DIV/0!
"OSD-194: RR-3, retina",eye,retina,GroundControl vs BasalControl,Cxcl17,CXCL17,-0.09855203232,,0.9339699046,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 12wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk),Crtac1,CRTAC1,-0.09338974023,,0.9373178483,#NUM!,#DIV/0!
"OSD-379: RR-8, liver",liver,liver,VivariumControl 40d (FreshDissection on Earth) vs GroundControl 40d (FreshDissection on Earth),Crtac1,CRTAC1,-0.09270446195,,0.9377631788,#NUM!,#DIV/0!
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU2, Spaceflight (uG) vs GroundControl (1G)",Havcr1,HAVCR1,-0.08608020458,,0.9420788989,#NUM!,#DIV/0!
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 32wk) VivariumControl vs (Age 32wk) GroundControl,BC053393,HAVCR1,-0.07496869789,,0.949362719,#NUM!,#DIV/0!
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU1, Spaceflight (uG) vs Spaceflight (1G centrifugation)",Wnt9a,WNT9A,-0.07119815928,,0.9518471599,#NUM!,#DIV/0!
"OSD-99: RR-1, muscle, extensor digitorum longus",muscle,"muscle, extensor digitorum longus",Spaceflight vs GroundControl,Gfap,GFAP,-0.04710428351,,0.9678770625,#NUM!,#DIV/0!
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 75d vs GroundControl 75d, C3H/HeJ",Cxcl17,CXCL17,-0.04650439802,,0.9682795981,#NUM!,#DIV/0!
"OSD-105: RR-1, muscle, tibialis anterior",muscle,"muscle, tibialis anterior",Spaceflight vs GroundControl,Crtac1,CRTAC1,-0.04237202854,,0.9710570562,#NUM!,#DIV/0!
"OSD-379: RR-8, liver",liver,liver,Spaceflight 23d (FrozenCarcass on ISS) vs VivariumControl 23d (FrozenCarcass on ISS),Crtac1,CRTAC1,-0.04153303183,,0.971621937,#NUM!,#DIV/0!
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 75d vs VivariumControl 75d, C3H/HeJ",Cxcl17,CXCL17,-0.03858571029,,0.9736089192,#NUM!,#DIV/0!
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow+FOS) vs Spaceflight (uG) (chow),Nefl,NEFL,-0.03519248162,,0.9759015492,#NUM!,#DIV/0!
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU2, Spaceflight (1G centrifugation) vs Spaceflight (uG)",Cdhr2,CDHR2,-0.03005516894,,0.9793828451,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 29wk) vs GroundControl (EuthanasiaOnISS) (Age 29wk),Havcr1,HAVCR1,-0.02590744024,,0.9822026089,#NUM!,#DIV/0!
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow) vs GroundControl (1G) (chow),Timd2,HAVCR1,-0.02207667368,,0.9848141024,#NUM!,#DIV/0!
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 32wk) Spaceflight vs (Age 32wk) GroundControl,Nefl,NEFL,-0.01336955973,,0.9907757344,#NUM!,#DIV/0!
"OSD-102: RR-1, kidney",kidney,kidney,Spaceflight vs GroundControl,Ccn5,CCN5,-0.01327781424,,0.9908387429,#NUM!,#DIV/0!
"OSD-288: MHU-1, spleen",spleen,spleen,Spaceflight (uG) vs Spaceflight (1G centrifugation),Eda2r,EDA2R,-0.003836195291,,0.9973444842,#NUM!,#DIV/0!
